YEAR,NAME,AGE,ASCENT,TOTAL
1978,OTTO APPENZELLER,50.0,3.487,6.23
1978,JERRY K JULIAN,25.0,3.846,6.249
1978,JACK W DRAEGER,30.0,3.999,6.25
1978,JEFF GINTHER,26.0,3.846,6.253
1978,BOBBY FAUST,19.0,3.948,6.266
1978,LEE OARIEN,25.0,4.007,6.286
1978,WILLIAM LOCKE,39.0,3.735,6.294
1978,TIMOTHY - MACDONALD,14.0,3.84,6.307
1978,DON Q MAYFIELD,32.0,3.717,6.344
1978,ROGER M BOST,28.0,3.973,6.352
1978,RALPH R HALL,52.0,3.922,6.357
1978,JOSEPH GILES,33.0,3.673,6.363
1978,MATT BECKELHYMEIR,22.0,4.041,6.389
1978,BARKLEY D HEUSER,27.0,3.475,6.394
1978,RICHARD SABA,29.0,3.937,6.412
1978,WARREN J RABOURN,56.0,3.933,6.416
1978,MICHAEL W PIERCE,24.0,3.717,6.42
1978,ROBERT HODSON,44.0,4.03,6.421
1978,TJ KEY,34.0,3.436,6.438
1978,RALPH BRADEN,31.0,3.878,6.452
1978,TIM D LADEWIG,32.0,4.067,6.487
1978,GARY E CURMODE,27.0,4.228,6.492
1978,ROBERT F POPPE,56.0,3.871,6.548
1978,JOE N D'ANGELO,44.0,3.896,6.548
1978,ALBERT J JOHNSON,28.0,4.127,6.561
1978,FRED SCHULZ,20.0,4.115,6.57
1978,GARY TITTLE,20.0,3.927,6.591
1978,STEPHEN R BARNES,21.0,4.07,6.604
1978,RICHARD AHLQUIST,22.0,4.109,6.643
1978,FRED DUNN,49.0,3.668,6.644
1978,BERT KODNTZ,32.0,3.954,6.651
1978,STEVE COLE,64.0,4.096,6.657
1978,PAUL TERRY BENDER,35.0,4.233,6.721
1978,DALE GLEASON,22.0,4.208,6.732
1978,CHRIS SHORB,19.0,4.296,6.742
1978,WARD F WRIGHT,37.0,4.064,6.757
1978,RICHARD H RISON,35.0,3.846,6.826
1978,THOMAS CASHMAN,26.0,4.066,6.831
1978,BILL NANCE,33.0,4.398,6.834
1978,JOHN HALE,57.0,4.02,6.862
1978,JAMES SEARS,41.0,3.833,6.917
1978,PAUL MOYER,23.0,3.565,6.943
1978,JOHN BATES,34.0,4.055,7.022
1978,RANDALL S JONES,25.0,4.374,7.035
1978,BIRGER LARSEN,61.0,3.925,7.037
1978,DONALD IVEY,28.0,4.004,7.055
1978,KEVIN ROB MCMANUS,19.0,3.564,7.072
1978,WAYNE C MCKINNEY,48.0,4.227,7.072
1978,CLYDE JOHNSON,57.0,4.269,7.121
1978,TOM DOBSON,27.0,3.827,7.145
1978,RICHARD N MATTESON,48.0,4.348,7.173
1978,RONALD WTESNER,54.0,4.374,7.174
1978,HODGE HARTLEY,50.0,4.375,7.205
1978,GREG GARTLAND,37.0,4.304,7.239
1978,BRADFORD H GIBSON,34.0,3.392,7.249
1978,JOHN M TAYLOR,30.0,5.083,7.329
1978,GEORGE LATTARULO,30.0,4.279,7.405
1978,CHARLES G BRANDON,22.0,4.374,7.471
1978,JOEL M HEDGE,40.0,4.213,7.495
1978,DAVID L DILL,37.0,4.591,7.498
1978,GEORGE W PYNE,41.0,4.611,7.617
1978,BRIAN LEMAY,21.0,4.042,7.669
1978,JOHN C GARGES,35.0,4.806,7.69
1978,LEON RANSOM,41.0,4.691,7.695
1978,VICTOR WILLIAMS,15.0,3.797,7.781
1978,FREDERICK CAMPBELL,26.0,4.582,7.822
1978,LEIGHTON R HOGUE,20.0,4.261,7.844
1978,WILLIAM OURY,37.0,4.418,7.858
1978,RON SELLMEYER,24.0,4.38,7.941
1978,WALTER STACK,70.0,4.503,8.084
1978,CHUCK SORENSEN,35.0,4.91,8.084
1979,CHRIS G REVELEY,27.0,2.349,3.652
1979,RICK TRUJILLO,31.0,2.319,3.782
1979,STAN W FOX,24.0,2.525,4.15
1979,RICK M BURTON,31.0,2.598,4.253
1979,DONALD C NOKES,25.0,2.671,4.264
1979,JOHN H CAPPIS,37.0,2.562,4.27
1979,CHUCK HUSS,30.0,2.737,4.273
1979,CHRISTOPHER PIZZO,30.0,2.67,4.279
1979,DAVID HAMBLY,40.0,2.73,4.284
1979,ROGER G BILLOTTE,29.0,2.62,4.308
1979,JOHN KAILIN LINK,42.0,2.639,4.359
1979,JAMES R LEWIS,26.0,2.808,4.362
1979,WILLIAM K MAYFIELD,30.0,2.753,4.373
1979,CLAYTON D WAGNER,38.0,2.804,4.434
1979,TIM F HICKS,35.0,2.834,4.44
1979,KELLY DON CORUM,28.0,2.646,4.444
1979,HARRY BRAAKSMA,40.0,2.884,4.471
1979,CLYDE SACKS,21.0,2.877,4.489
1979,FREDERICK W ROSS III,33.0,2.853,4.539
1979,ROCKY KENDALL,30.0,2.731,4.571
1979,MICHAEL C HUSEBY,32.0,2.674,4.576
1979,DAVID C NIEMAN,29.0,2.999,4.587
1979,BILL BREMER,24.0,3.027,4.605
1979,BRIAN GOODFELLOW,32.0,2.982,4.624
1979,DAVID ERB,28.0,2.995,4.652
1979,SCOTT H ROBINSON,29.0,3.011,4.663
1979,GENE R MCKERLIE,39.0,3.184,4.692
1979,CRAIG WAGNER,17.0,2.935,4.708
1979,AL BINDER,34.0,2.875,4.729
1979,JAMES DOWNEY,31.0,2.98,4.774
1979,GERALD NUVAYESTEWA,16.0,2.988,4.803
1979,RICH AYRES,36.0,2.926,4.804
1979,ECKEHART ZIMMERMANN,27.0,3.199,4.855
1979,AL BECKEN,50.0,3.012,4.863
1979,DENNIS V MCCROHAN,36.0,2.949,4.883
1979,JIM FREDERICKSON,17.0,3.144,4.887
1979,RUSTY MYERS,33.0,3.071,4.892
1979,RICHARD SAMUELS,26.0,3.224,4.896
1979,JOHN D GERBER,33.0,3.108,4.9
1979,STEVE MULHERN,30.0,3.048,4.903
1979,DALE DAVIS,29.0,3.013,4.915
1979,ERIC F EDMUNDS JR,26.0,3.095,4.917
1979,MIKE FOSTER,37.0,3.026,4.933
1979,LLOYD SENSENIG,38.0,3.07,4.937
1979,LYNN GRIFFITH,35.0,3.15,4.939
1979,CHRISTOPHER BEATON,23.0,3.197,4.942
1979,JAMES C SULLIVAN,36.0,3.064,4.953
1979,JOHN RAVELING,36.0,3.111,4.954
1979,ROBERT MCCONKEY,28.0,3.085,4.959
1979,LORNE R HINKLE,50.0,3.242,4.986
1979,STEVEN ALLEN MILLER,27.0,3.062,5.012
1979,WALLY SHIEL,27.0,3.11,5.015
1979,GARY GRUBB,26.0,3.434,5.03
1979,GENE MYERS,44.0,3.152,5.031
1979,SKIP OLSON,33.0,3.006,5.061
1979,JON J RAVELING,12.0,3.254,5.069
1979,REINOUT VANWEST,31.0,3.109,5.082
1979,DAVIS CRISWELL,28.0,3.12,5.084
1979,PAAVO TARPLEY,16.0,3.074,5.103
1979,STEVE GACHUPIN,36.0,3.353,5.114
1979,MICHAEL HICKS,36.0,3.227,5.118
1979,TERRY MORRIS,33.0,3.268,5.128
1979,RICHARD J HARRIS,39.0,3.231,5.13
1979,ROSS MCDANIEL,18.0,3.261,5.136
1979,WARREN SMITH,40.0,3.079,5.159
1979,RAE L CLARK,27.0,3.309,5.167
1979,PAUL FLEHMER,26.0,3.235,5.171
1979,ARTHUR A WAGGONER,53.0,3.072,5.173
1979,TOM STANDING,39.0,3.252,5.23
1979,WAYNE J SNAPP,39.0,3.196,5.232
1979,BUTCH CARPENTER,34.0,3.423,5.236
1979,JESSE FIRESTONE,32.0,3.544,5.236
1979,HAROLD G FIELD,30.0,3.314,5.254
1979,TIM CAMERON,29.0,3.312,5.256
1979,LARRY C LOVELL,35.0,3.384,5.261
1979,JOHN HARTUNG,37.0,3.155,5.264
1979,MICHAEL A SIMPSON,28.0,3.302,5.269
1979,JAMES WILLARD,32.0,3.439,5.272
1979,MELVIN L DRUELINGER,38.0,3.436,5.293
1979,TATE MILLER,31.0,3.473,5.294
1979,CHARLES TAYLOR,33.0,3.327,5.296
1979,FRANK SMITH,40.0,3.39,5.324
1979,JOHN C LAWSON,27.0,3.034,5.336
1979,DON SHELTON,35.0,3.44,5.365
1979,KEVIN M VAN DYNE,27.0,3.481,5.366
1979,ANTHONY G RANDELL,37.0,3.401,5.368
1979,HOWARD J GREENE,37.0,3.119,5.381
1979,BILL BRACE,52.0,3.203,5.392
1979,WILLIAM J SLAUGHTER,36.0,3.219,5.393
1979,ELFEGO GOMEZ,22.0,3.496,5.399
1979,RICHARD B AVILA,20.0,3.486,5.43
1979,BRADFORD H GIBSON,35.0,3.398,5.438
1979,TERRY G LEEPER,35.0,3.194,5.444
1979,DICK CURTIS,34.0,2.984,5.449
1979,LEO RICHARD,27.0,3.334,5.45
1979,BILL KANE,27.0,3.456,5.457
1979,DALE FRAZIER,32.0,3.121,5.459
1979,KELLY FRAZIER,14.0,3.399,5.461
1979,JERRY L KALMAN,38.0,3.365,5.464
1979,RICHARD J DUCHARME,36.0,3.385,5.464
1979,WILLIAM AUGHTON,38.0,3.432,5.468
1979,LYNN E MILLER,28.0,3.438,5.484
1979,JOSEPH BARLOON,23.0,3.42,5.496
1979,GERALD E RUDOLPH,51.0,3.364,5.503
1979,JOHN S BEARDSLEY,29.0,3.437,5.507
1979,WILLIAM R DASTYCK,21.0,3.291,5.509
1979,TJ KEY,35.0,3.245,5.51
1979,ED SARGENT JR,16.0,3.617,5.511
1979,DALE H WHIGHAM,41.0,3.586,5.559
1979,KEN HAMRICK,42.0,3.217,5.576
1979,KIRBY PARKS,28.0,3.457,5.577
1979,JERRY J BROWN,44.0,3.329,5.59
1979,STEVE ALEXANDER,27.0,3.622,5.608
1979,DAVID F SANTANA,29.0,3.544,5.614
1979,JIM JENSEN,32.0,3.455,5.633
1979,GREGG ABELL,30.0,3.4,5.649
1979,WILLIAM P BAKER,31.0,3.313,5.667
1979,GENE PAUL,41.0,3.563,5.684
1979,LARRY FOX,56.0,3.282,5.693
1979,JEFFREY DEAN MEYERS,28.0,3.275,5.712
1979,JOSEPH R JACQUES,32.0,3.511,5.73
1979,GEOFFREY WILHELMY,28.0,3.658,5.731
1979,WILHELM TAYLOR,31.0,3.472,5.736
1979,DON L KELLEY,38.0,3.67,5.741
1979,OTTO APPENZELLER,51.0,3.429,5.748
1979,DRAKE EASTBURN,31.0,3.584,5.753
1979,RAY KELLETT,28.0,3.616,5.753
1979,TOM C OLDEN,37.0,3.585,5.753
1979,BARRY BROOKS,39.0,3.33,5.76
1979,GENE D BURT,38.0,3.669,5.764
1979,TOM ULIK,38.0,3.77,5.765
1979,GARY SMITH,37.0,3.72,5.768
1979,RONEL LEWIS,38.0,3.542,5.77
1979,BOB BLECK,35.0,3.498,5.771
1979,KEN RICHARDSON,31.0,3.421,5.805
1979,ROBERT Q KEITH,44.0,3.478,5.807
1979,DONALD IVEY,29.0,3.413,5.811
1979,JOE N D'ANGELO,45.0,3.614,5.812
1979,STEPHEN B LARSEN,37.0,3.574,5.814
1979,PATRICK FORD,30.0,3.471,5.815
1979,DAVID M LAWRENCE,34.0,3.602,5.817
1979,DAVID PURDY,24.0,3.22,5.821
1979,JIM KNIPE,35.0,3.438,5.828
1979,JAMES C CARTLEDGE,24.0,3.712,5.832
1979,THOMAS M BARTHOLD,35.0,3.644,5.833
1979,HERB KILLACKEY,39.0,3.626,5.841
1979,CHIC BARBER,40.0,3.424,5.843
1979,BENJAMIN DELMONICO,25.0,3.48,5.856
1979,BILL MESSENGER,50.0,3.703,5.876
1979,JOSEPH CAMPI,31.0,3.701,5.876
1979,JOHN W RIGGEN,41.0,3.599,5.88
1979,MIKE HOLTEL,20.0,3.612,5.889
1979,MATTHEW SLATTERY,22.0,3.503,5.899
1979,RICHARD B STULL,26.0,3.276,5.914
1979,THOMAS ZEBARTH,33.0,3.424,5.935
1979,DOBBER DOBSON,28.0,3.503,5.952
1979,AL J UNSER,36.0,3.705,5.96
1979,DANIEL LOCKHART,25.0,3.841,5.978
1979,DUANE J PANGER,25.0,3.902,6.018
1979,JAMES R KLEVER,36.0,3.711,6.02
1979,ROBERT EICHSTAEDT,32.0,3.378,6.02
1979,TED MORGAN,31.0,3.656,6.047
1979,DARRYL T HICKEY,39.0,3.627,6.078
1979,EDWARD FLITTON,36.0,3.71,6.086
1979,MICHAEL D MATTHEWS,29.0,3.812,6.12
1979,JERRY WITTMER,41.0,3.41,6.124
1979,CARLTON PARKS,36.0,3.881,6.135
1979,RONALD KETTERING,33.0,3.799,6.15
1979,DAVID L BIERSMITH,43.0,3.865,6.153
1979,BRENT CHILDERS,17.0,4.169,6.159
1979,JAY CASSELL,31.0,3.929,6.173
1979,RALPH BRADEN,32.0,3.806,6.178
1979,DICK JENNINGS,41.0,3.861,6.212
1979,MIKE BJORK,33.0,3.61,6.228
1979,CARTER BROWN,19.0,3.962,6.249
1979,JOE F ARCE,41.0,4.181,6.265
1979,MARTIN SZEKERESH,41.0,3.706,6.27
1979,JAMES L FETIG,30.0,3.894,6.276
1979,RICHARD R KRYNEN,28.0,3.661,6.281
1979,ROGER M BOST,29.0,3.929,6.284
1979,JIM BRUMAGE,40.0,3.466,6.289
1979,ALFRED CYR,37.0,3.74,6.292
1979,PRESTON O SEWELL,61.0,3.649,6.302
1979,KING CEVOLANI,39.0,3.882,6.308
1979,DENNIS REID,30.0,3.709,6.311
1979,LARRY CHISESI,27.0,4.095,6.314
1979,ROBERT HEATON,31.0,3.493,6.32
1979,WILLIAM J WOLDENBERG,54.0,3.743,6.331
1979,MARK SYLVESTER,25.0,3.723,6.336
1979,MAX W HOOPER,32.0,3.72,6.358
1979,JIM D JOHNSON,43.0,3.719,6.358
1979,DON Q MAYFIELD,33.0,3.8,6.361
1979,BILL NEWSOM,38.0,3.927,6.363
1979,RHEA W BOCKHORST,36.0,3.882,6.373
1979,WILLIAM D RHODD,44.0,3.584,6.383
1979,MICHAEL W KENLEY,22.0,3.593,6.386
1979,STEPHEN JUBINSKI,24.0,3.935,6.389
1979,RICHARD LUTOVSKY,34.0,3.747,6.393
1979,ANDREW J DUNAR,33.0,3.631,6.412
1979,RON ALPER,32.0,3.738,6.419
1979,JACK NELLESSEN,38.0,3.91,6.424
1979,RAY DISSINGER,33.0,3.918,6.447
1979,RONALD N SIMONSON,52.0,3.995,6.457
1979,ROBERT M VERNON,44.0,3.779,6.476
1979,PAUL R BUSH,41.0,4.106,6.481
1979,JEFFREY S CAMPBELL,32.0,3.948,6.499
1979,BILL TRIVETTE,30.0,3.794,6.506
1979,JAMES W MEDFORD,35.0,3.922,6.515
1979,CHARLES H DONACHY,35.0,4.135,6.534
1979,BRIAN R MCDONOUGH,29.0,3.824,6.542
1979,RICHARD L MAKI,37.0,3.928,6.554
1979,JAMES ORBAN,37.0,3.85,6.583
1979,JAY H WISSOT,33.0,3.687,6.595
1979,SAMUEL CASE,37.0,3.927,6.599
1979,BERT SPENCER,25.0,3.922,6.605
1979,HOWARD J HENRY,58.0,3.947,6.619
1979,GREGORY A NELSON,27.0,3.863,6.654
1979,JOHN HALE,58.0,3.954,6.66
1979,STEVE COLE,65.0,4.056,6.721
1979,JAMES BROCK,26.0,4.166,6.726
1979,TERRY WHALEY,21.0,4.379,6.746
1979,RICHARD COLINS,45.0,3.949,6.765
1979,LEON RANSOM,42.0,4.162,6.781
1979,STEPHEN E SAGER,32.0,4.286,6.808
1979,MICHAEL S WIEGAND,30.0,4.229,6.821
1979,TERRY EKL,31.0,3.95,6.839
1979,KASTLER TAYLOR,43.0,4.252,6.88
1979,DENNIS HARTLEY,37.0,3.933,6.898
1979,QUENTIN DAVIS,31.0,4.6,6.899
1979,WILLIAM E STONER,36.0,3.611,6.928
1979,CHUCK SORENSEN,36.0,4.081,6.929
1979,TOM LANDECKER,26.0,4.138,6.941
1979,WILLIAM DURKE,44.0,4.212,7.021
1979,ROY BOYETTE,40.0,4.101,7.025
1979,RICHARD D BROWN,38.0,3.912,7.063
1979,JOHANNES WEERTMAN,54.0,4.152,7.106
1979,FRANK A KROEZE,60.0,4.215,7.111
1979,DAVID PEELLE,41.0,3.156,7.125
1979,TONY PORTERFIELD,32.0,4.48,7.135
1979,WILLIAM BEDDOR,51.0,4.369,7.141
1979,MIKE MORTENSON,38.0,4.156,7.15
1979,BIRGER LARSEN,62.0,4.158,7.421
1979,DON NALTY,54.0,4.254,7.45
1979,DAVID L SMITH,32.0,4.162,7.516
1979,RANDALL S JONES,26.0,4.428,7.563
1979,RUDY SOTO,38.0,4.958,7.714
1979,RICHARD N MATTESON,49.0,4.904,7.723
1979,TED BEARDSLEY,50.0,4.778,7.781
1979,MARK P WARE,27.0,3.672,7.781
1979,LARRY D HITZERUTH,36.0,4.805,7.853
1979,KENNETH O ATWELL,44.0,3.968,7.905
1979,JOHN W HAMPTON,64.0,4.923,7.924
1979,JOEL M HEDGE,41.0,4.56,7.99
1979,JOHN C MAYFIELD,64.0,4.768,8.05
1979,MICHAEL YOUNG,38.0,4.688,8.362
1979,JAMES E BURKE,43.0,5.089,8.454
1979,JOSEPH PREISS,25.0,4.773,8.455
1979,JIM GAULT,51.0,5.281,8.65
1979,MICHAEL PATTERSON,22.0,5.638,8.65
1979,WALTER C MORANVILLE,60.0,5.01,8.65
1979,ROBERT S HAMMOND,59.0,5.762,8.962
1979,WILLIAM E MEGNEYS,29.0,5.995,9.778
1980,CHRIS G REVELEY,28.0,2.353,3.764
1980,NED W OVEREND,24.0,2.437,3.908
1980,KEITH WOODWARD,29.0,2.423,3.962
1980,JOHN H CAPPIS,38.0,2.51,4.046
1980,JAMES DOWNEY,32.0,2.597,4.096
1980,ALLYN CURETON,43.0,2.55,4.108
1980,JOSEPH A MITCHELL,29.0,2.588,4.174
1980,RICK M BURTON,32.0,2.576,4.229
1980,RICHARD B AVILA,21.0,2.716,4.237
1980,PAUL T BEISSER III,27.0,2.746,4.257
1980,BUZZ B BURRELL,28.0,2.673,4.274
1980,WILLIAM K MAYFIELD,31.0,2.722,4.278
1980,JOHN H SWARTZ,32.0,2.481,4.285
1980,CHUCK HUSS,31.0,2.754,4.33
1980,JAMES R LEWIS,27.0,2.744,4.359
1980,DAVID C NIEMAN,30.0,2.858,4.386
1980,GENE R MCKERLIE,40.0,2.94,4.389
1980,JOHN MAKIN,31.0,2.819,4.429
1980,STAN W FOX,25.0,2.797,4.435
1980,JIM B HEIDELBERG,21.0,2.85,4.444
1980,ROBERT N GUTHRIE,24.0,2.841,4.449
1980,PAUL MCDOWELL,23.0,2.773,4.49
1980,AL BINDER,35.0,2.763,4.511
1980,JIM HARRISON,36.0,2.688,4.513
1980,RICHARD O KIMBALL,31.0,2.692,4.551
1980,JOHN C LAWSON,28.0,2.848,4.558
1980,DAVID J WRIGHT,23.0,2.827,4.561
1980,CHRISTOPHER PIZZO,31.0,2.842,4.564
1980,HAROLD L JONES,37.0,2.676,4.581
1980,DAVID MACDONALD,24.0,2.876,4.587
1980,REINOUT VANWEST,32.0,2.882,4.597
1980,MIKE FOSTER,38.0,2.89,4.625
1980,MIKE MOSIER,18.0,2.994,4.628
1980,BILL TRIVETTE,32.0,2.919,4.644
1980,CHIP SALAUN,33.0,2.999,4.663
1980,DAVE SCHOOLS,24.0,3.012,4.664
1980,JACQUES BOUTET,24.0,3.034,4.667
1980,RUSSELL L SCOTT,25.0,3.118,4.703
1980,JAMES KORTE,27.0,3.079,4.706
1980,DONN WEIPERT,37.0,3.083,4.716
1980,JEFF ARNOLD,38.0,3.012,4.72
1980,JAMES BOATNER,25.0,3.024,4.733
1980,DAVE ROEBER,33.0,3.087,4.739
1980,ROBERT WALTMAN,26.0,2.947,4.781
1980,MICHAEL A SIMPSON,29.0,3.025,4.79
1980,DOUGLAS FORST,29.0,3.031,4.796
1980,VERNE W CARLSON,47.0,2.948,4.828
1980,MICHAEL C HUSEBY,33.0,2.822,4.839
1980,HAROLD G FIELD,30.0,3.09,4.841
1980,STEVE GACHUPIN,37.0,3.123,4.846
1980,JOHN D GERBER,34.0,3.125,4.852
1980,DAVIS CRISWELL,29.0,3.082,4.884
1980,TOD BILLINGS,19.0,3.297,4.894
1980,FREDERICK W ROSS III,34.0,3.077,4.897
1980,ED WEHAN,36.0,3.099,4.904
1980,MARK C HUMPHREY,27.0,3.038,4.906
1980,JAMES BAKER,30.0,2.9,4.909
1980,DAVID W HANSEN,38.0,3.065,4.926
1980,JERRY J BROWN,45.0,3.096,4.927
1980,HECTOR LEYBA,30.0,3.016,4.937
1980,CARL H GRIFFIS,29.0,3.121,4.939
1980,CARL MCDANIEL,36.0,3.207,4.954
1980,BILL BREMER,25.0,3.035,4.964
1980,TIM CAMERON,30.0,3.171,4.984
1980,GENE MYERS,45.0,3.177,5.01
1980,SCOTT H ROBINSON,30.0,3.139,5.017
1980,MARC A BERGMAN,28.0,3.299,5.02
1980,DAVID F SANTANA,30.0,3.364,5.04
1980,BERT JOHNSON,37.0,3.051,5.045
1980,CHRIS LIBBY,22.0,3.184,5.055
1980,JAMES A KAHKOSKA,20.0,3.136,5.059
1980,HOWARD J GREENE,38.0,3.123,5.086
1980,MIKE BJORK,34.0,3.159,5.101
1980,TOM ULIK,39.0,3.296,5.105
1980,LARS KAMPMANN,36.0,3.257,5.113
1980,PAT MCCARTY,36.0,3.241,5.117
1980,RAFAEL A BORDONABA,38.0,3.325,5.121
1980,WILLIAM ELLIOT,36.0,3.213,5.13
1980,BRUCE GIVEN,34.0,3.198,5.13
1980,DEARL W TEMPLE,40.0,3.362,5.147
1980,DAVID BROAD,33.0,3.354,5.159
1980,ROSS MCDANIEL,19.0,3.264,5.16
1980,TOM STANDING,40.0,3.19,5.181
1980,BILL O'DELL,52.0,3.311,5.184
1980,BILLY LEE HICKS,42.0,3.273,5.188
1980,STEPHEN ROWLAND,30.0,3.264,5.204
1980,DARRELL P OLSON,29.0,3.264,5.214
1980,TERRY L BISBEE,32.0,2.84,5.22
1980,MELVIN L DRUELINGER,39.0,3.504,5.239
1980,DOUG WAPLES,35.0,3.343,5.243
1980,PHILIP W STERN,31.0,3.483,5.27
1980,THOMAS M BARTHOLD,36.0,3.32,5.27
1980,JEFFREY DEAN MEYERS,29.0,3.297,5.283
1980,BRADFORD N SEBASTIAN,26.0,3.429,5.289
1980,JAMES GIRARDI,23.0,3.256,5.29
1980,GENE D BURT,39.0,3.469,5.291
1980,RICK ANTOLOVICH,36.0,3.338,5.293
1980,DEANE S BERSON,37.0,3.38,5.294
1980,JON J RAVELING,13.0,3.113,5.307
1980,ROBERT A WAID,42.0,3.567,5.321
1980,BILL BRACE,53.0,3.247,5.322
1980,ROGER B WILCOX,51.0,3.22,5.322
1980,JIM JENSEN,33.0,3.257,5.34
1980,WILLIAM E DYER,42.0,3.067,5.343
1980,ANDY WILLIAMS,18.0,3.35,5.344
1980,ROBERT TAYLOR,25.0,3.197,5.346
1980,NORMAN ARCHER,29.0,3.496,5.35
1980,RAE L CLARK,28.0,3.489,5.362
1980,JOHN R BEHRENS,36.0,3.485,5.364
1980,CURTIS YAZZIE,30.0,3.293,5.366
1980,DAVID HERRICK,30.0,3.338,5.367
1980,JAMES E WALLACE,41.0,3.148,5.371
1980,TIMOTHY - MACDONALD,16.0,3.35,5.382
1980,LORNE R HINKLE,51.0,3.447,5.383
1980,MARK A VANDERIET,29.0,3.379,5.401
1980,WAYNE HOBELMANN,41.0,3.544,5.403
1980,ROB WRIGHT,22.0,3.446,5.406
1980,TATE MILLER,32.0,3.545,5.407
1980,LARRY BALLEW,34.0,3.236,5.411
1980,ED DUNNE,32.0,3.199,5.411
1980,BERNARD LESAGE,31.0,3.673,5.415
1980,THOMAS J WAGNER,23.0,3.436,5.416
1980,STEVE W STIVERS,35.0,3.401,5.428
1980,THOMAS MADER,31.0,3.36,5.429
1980,RICK A MARKHAM,34.0,3.23,5.429
1980,JOHN D GORBY,41.0,3.477,5.433
1980,PETER MCINTYRE,28.0,3.255,5.433
1980,ADRIAN TREON,32.0,3.474,5.434
1980,RICHARD D TAXMAN,46.0,3.532,5.439
1980,DONALD P KANAGY,30.0,3.314,5.44
1980,JOHN S BEARDSLEY,30.0,3.391,5.442
1980,AL ROCKWELL,28.0,3.357,5.452
1980,CHIC BARBER,41.0,3.476,5.453
1980,RAY KELLETT,29.0,3.416,5.453
1980,BRADFORD H GIBSON,36.0,3.391,5.48
1980,LEE DYE,45.0,3.484,5.484
1980,DON FAUSETT,39.0,3.375,5.492
1980,TOM BOOTES,30.0,3.477,5.503
1980,TERRY LALLEY,43.0,3.363,5.512
1980,THOMAS A DEAN,35.0,3.47,5.514
1980,JOHN M GIOVENGO,34.0,3.519,5.524
1980,RICHARD B STULL,27.0,3.265,5.535
1980,THEODORE D VIOLETT,48.0,3.461,5.535
1980,COLLETTE MURRAY,32.0,3.498,5.549
1980,TIMOTHY A POOLE,21.0,3.435,5.55
1980,RICHARD MOEGLEIN,35.0,3.342,5.578
1980,JAMES L FETIG,31.0,3.479,5.584
1980,BOB ROSS,37.0,3.651,5.586
1980,GEORGE WILSON,44.0,3.223,5.603
1980,TOM A KNAPP,22.0,3.332,5.603
1980,LARRY FRIEDKIN,22.0,3.664,5.628
1980,KELLY DON CORUM,29.0,2.625,5.629
1980,SALTY WASSERBURGER,36.0,3.584,5.631
1980,JOSEPH M DEMOOR,24.0,3.415,5.632
1980,SAMUEL W GREEN,34.0,3.546,5.64
1980,ORVAL R PETERSEN,42.0,3.666,5.641
1980,JEFFREY MOULTON,26.0,3.47,5.641
1980,JOHN R DORR,37.0,3.266,5.643
1980,BOB BLECK,36.0,3.339,5.646
1980,STEPHEN FLESSER,34.0,3.568,5.649
1980,TOM DEJONCKHEERE,37.0,3.346,5.658
1980,BILL NANCE,35.0,3.486,5.658
1980,ROBERT HEATON,32.0,3.377,5.662
1980,BRUCE R MADEWELL,34.0,3.65,5.664
1980,JAMES T GILDERSLEEVE,31.0,3.414,5.669
1980,PAUL DAY,18.0,3.654,5.675
1980,PAUL C SLEVIN,33.0,3.661,5.675
1980,ROBERT D BROWN,49.0,3.487,5.685
1980,JIM DAY,31.0,3.62,5.687
1980,DAVID M LAWRENCE,35.0,3.621,5.688
1980,NICK PUGH,28.0,3.606,5.691
1980,CARL R SNIFFEN,27.0,3.611,5.694
1980,JOE WEIRICK,43.0,3.547,5.695
1980,KENNETH VIGNEUX,34.0,3.665,5.696
1980,JOSEPH R JACQUES,33.0,3.503,5.702
1980,RODERICK MCKENZIE,45.0,3.519,5.712
1980,WATSON C LEE,52.0,3.641,5.72
1980,TOM ARMOUR,36.0,3.501,5.73
1980,JIM YANIGLOS,28.0,3.656,5.736
1980,FRANK W DAVIS,35.0,3.463,5.736
1980,JERRY G WITHERSPOON,45.0,3.486,5.738
1980,GARY Z SOBOL,41.0,3.629,5.749
1980,GEORGE H CUNNINGHAM,40.0,3.471,5.758
1980,GARY W KRAUD,36.0,3.384,5.768
1980,RANDALL W ROTH,32.0,3.651,5.769
1980,MARK IVES,16.0,3.533,5.775
1980,LARRY D TURNER,30.0,3.288,5.787
1980,PAUL R BUSH,42.0,3.869,5.789
1980,ARTHUR REMSBECHER,36.0,3.498,5.792
1980,JAMES R KLEVER,37.0,3.593,5.794
1980,RICHARD MOSS,38.0,3.721,5.802
1980,CHARLES EKLUND,32.0,3.658,5.803
1980,STEVEN R TWESTEN,31.0,3.702,5.818
1980,ALLAN R SHUFELT,47.0,3.618,5.831
1980,GREGG KANE,18.0,3.769,5.834
1980,SIDNEY STEINWEG,31.0,3.703,5.835
1980,RICHARD W RASMUSSEN,34.0,3.654,5.854
1980,TERRY L SHELDEN,39.0,3.664,5.881
1980,BARRY D MINK,39.0,3.704,5.881
1980,CLIFFORD C DOUGHTY,49.0,3.606,5.884
1980,JOHN D FLOOD,37.0,3.626,5.889
1980,THOMAS LUNDGREN,30.0,3.659,5.898
1980,LAWRENCE DAVIDSON,33.0,3.819,5.902
